"RecordNumber","Zipcode","ZipCodeType","City","State","LocationType","Lat","Long","Xaxis","Yaxis","Zaxis","WorldRegion","Country","LocationText","Location","Decommisioned","TaxReturnsFiled","EstimatedPopulation","TotalWages","Notes"
80602,"96552","MILITARY","APO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"AS","TH",,"AS-TH-NAVAL OPERATION BANGKOK","false",,,,";Country and installation from  MPSA Ballot"
80603,"96553","MILITARY","APO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"AU","AU",,"AU-AU-SYDNEY  AERIAL  MAIL TERMINAL","false",,,,";Country and installation from  MPSA Ballot"
80604,"96554","MILITARY","DPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"AU","AU",,"AU-AU-US CONSULATE - SYDNEY","false",,,,";Country and installation from  MPSA Ballot"
80605,"96555","MILITARY","APO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","MH",,"NA-MH-KWAJALEIN MISSILE  RANGE","false",,,,";Country and installation from  MPSA Ballot"
80606,"96557","MILITARY","APO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","MH",,"NA-MH-ROI-NAMUR ISLAND","false",,,,";Country and installation from  MPSA Ballot"
80607,"96562","MILITARY","DPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80608,"96577","MILITARY","APO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"AU","AU",,"AU-AU-LEARMOUTH OBSERVATORY","false",,,,";Country and installation from  MPSA Ballot"
80609,"96595","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","IO",,"NA-IO-NAVAL SUPPORT FACILITY, DIEGO GARCIA","false",,,,";Country and installation from  MPSA Ballot;Country and installation from  MPSA Ballot"
80610,"96598","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-SOUTH POLE STATION - AMUNDSEN-SCOTT","false",,,,";Country and installation from  MPSA Ballot"
80611,"96599","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"WW","AQ",,"WW-AQ-OL F DET 4 PACAF AIRPS/APO - MCMURDO STATION","false",,,,";Country and installation from  MPSA Ballot"
80612,"96601","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"AS","JP",,"AS-JP-US FLEET ACTIVITIES SASEBO","false",,,,";Country and installation from  MPSA Ballot"
80613,"96602","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80614,"96603","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80615,"96604","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80616,"96605","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80617,"96606","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80618,"96607","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80619,"96608","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80620,"96609","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80621,"96610","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80622,"96611","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80623,"96612","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80624,"96613","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80625,"96614","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80626,"96615","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80627,"96616","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80628,"96617","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80629,"96619","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80630,"96620","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80631,"96621","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80632,"96622","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80633,"96624","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80634,"96628","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80635,"96629","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80636,"96643","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80637,"96650","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80638,"96657","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80639,"96660","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80640,"96661","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80641,"96662","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80642,"96663","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80643,"96664","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80644,"96665","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80645,"96666","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80646,"96667","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80647,"96668","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80648,"96669","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80649,"96670","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80650,"96671","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80651,"96672","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80652,"96673","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80653,"96674","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80654,"96675","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80655,"96677","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80656,"96678","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80657,"96679","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80658,"96681","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80659,"96682","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80660,"96683","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80661,"96686","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80662,"96687","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80663,"96698","MILITARY","FPO","AP","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","false",,,,
80664,"56901","UNIQUE","PARCEL RETURN SERVICE","DC","PRIMARY",38.90,-77.04,0.17,-0.75,0.62,"NA","US","Parcel Return Service, DC","NA-US-DC-PARCEL RETURN SERVICE","false",,,,"no NWS data, "
80665,"56901","UNIQUE","PRS","DC","ACCEPTABLE",38.90,-77.04,0.17,-0.75,0.62,"NA","US","Prs, DC","NA-US-DC-PRS","false",,,,
80666,"56901","UNIQUE","PARCEL RETURN SVC","DC","NOT ACCEPTABLE",38.90,-77.04,0.17,-0.75,0.62,"NA","US","Parcel Return Svc, DC","NA-US-DC-PARCEL RETURN SVC","false",,,,
80667,"56902","UNIQUE","PARCEL RETURN SERVICE","DC","PRIMARY",38.89,-77.03,0.17,-0.75,0.62,"NA","US","Parcel Return Service, DC","NA-US-DC-PARCEL RETURN SERVICE","false",,,,"no NWS data, "
80668,"56902","UNIQUE","PRS","DC","ACCEPTABLE",38.89,-77.03,0.17,-0.75,0.62,"NA","US","Prs, DC","NA-US-DC-PRS","false",,,,
80669,"56902","UNIQUE","PARCEL RETURN SVC","DC","NOT ACCEPTABLE",38.89,-77.03,0.17,-0.75,0.62,"NA","US","Parcel Return Svc, DC","NA-US-DC-PARCEL RETURN SVC","false",,,,
80670,"56904","UNIQUE","PARCEL RETURN SERVICE","DC","PRIMARY",38.89,-77.03,0.17,-0.75,0.62,"NA","US","Parcel Return Service, DC","NA-US-DC-PARCEL RETURN SERVICE","false",,,,"no NWS data, "
80671,"56904","UNIQUE","PRS","DC","ACCEPTABLE",38.89,-77.03,0.17,-0.75,0.62,"NA","US","Prs, DC","NA-US-DC-PRS","false",,,,
80672,"56904","UNIQUE","PARCEL RETURN SVC","DC","NOT ACCEPTABLE",38.89,-77.03,0.17,-0.75,0.62,"NA","US","Parcel Return Svc, DC","NA-US-DC-PARCEL RETURN SVC","false",,,,
80673,"56915","UNIQUE","PARCEL RETURN SERVICE","DC","PRIMARY",38.92,-76.99,0.17,-0.75,0.62,"NA","US","Parcel Return Service, DC","NA-US-DC-PARCEL RETURN SERVICE","false",,,,"no NWS data, "
80674,"56915","UNIQUE","PRS","DC","ACCEPTABLE",38.92,-76.99,0.17,-0.75,0.62,"NA","US","Prs, DC","NA-US-DC-PRS","false",,,,
80675,"56915","UNIQUE","PARCEL RETURN SVC","DC","NOT ACCEPTABLE",38.92,-76.99,0.17,-0.75,0.62,"NA","US","Parcel Return Svc, DC","NA-US-DC-PARCEL RETURN SVC","false",,,,
80676,"56920","UNIQUE","PARCEL RETURN SERVICE","DC","PRIMARY",38.90,-77.04,0.17,-0.75,0.62,"NA","US","Parcel Return Service, DC","NA-US-DC-PARCEL RETURN SERVICE","false",,,,"no NWS data, "
80677,"56920","UNIQUE","PRS","DC","ACCEPTABLE",38.90,-77.04,0.17,-0.75,0.62,"NA","US","Prs, DC","NA-US-DC-PRS","false",,,,
80678,"56920","UNIQUE","PARCEL RETURN SVC","DC","NOT ACCEPTABLE",38.90,-77.04,0.17,-0.75,0.62,"NA","US","Parcel Return Svc, DC","NA-US-DC-PARCEL RETURN SVC","false",,,,
80679,"56933","UNIQUE","PARCEL RETURN SERVICE","DC","PRIMARY",38.86,-76.99,0.17,-0.75,0.62,"NA","US","Parcel Return Service, DC","NA-US-DC-PARCEL RETURN SERVICE","false",,,,"no NWS data, "
80680,"56933","UNIQUE","PRS","DC","ACCEPTABLE",38.86,-76.99,0.17,-0.75,0.62,"NA","US","Prs, DC","NA-US-DC-PRS","false",,,,
80681,"56933","UNIQUE","PARCEL RETURN SVC","DC","NOT ACCEPTABLE",38.86,-76.99,0.17,-0.75,0.62,"NA","US","Parcel Return Svc, DC","NA-US-DC-PARCEL RETURN SVC","false",,,,
80682,"56944","UNIQUE","PARCEL RETURN SERVICE","DC","PRIMARY",38.86,-76.99,0.17,-0.75,0.62,"NA","US","Parcel Return Service, DC","NA-US-DC-PARCEL RETURN SERVICE","false",,,,"no NWS data, "
80683,"56944","UNIQUE","PRS","DC","ACCEPTABLE",38.86,-76.99,0.17,-0.75,0.62,"NA","US","Prs, DC","NA-US-DC-PRS","false",,,,
80684,"56944","UNIQUE","PARCEL RETURN SVC","DC","NOT ACCEPTABLE",38.86,-76.99,0.17,-0.75,0.62,"NA","US","Parcel Return Svc, DC","NA-US-DC-PARCEL RETURN SVC","false",,,,
80685,"56945","UNIQUE","PARCEL RETURN SERVICE","DC","PRIMARY",38.89,-77.03,0.17,-0.75,0.62,"NA","US","Parcel Return Service, DC","NA-US-DC-PARCEL RETURN SERVICE","false",,,,"no NWS data, "
80686,"56945","UNIQUE","PRS","DC","ACCEPTABLE",38.89,-77.03,0.17,-0.75,0.62,"NA","US","Prs, DC","NA-US-DC-PRS","false",,,,
80687,"56945","UNIQUE","PARCEL RETURN SVC","DC","NOT ACCEPTABLE",38.89,-77.03,0.17,-0.75,0.62,"NA","US","Parcel Return Svc, DC","NA-US-DC-PARCEL RETURN SVC","false",,,,
80688,"56950","UNIQUE","PARCEL RETURN SERVICE","DC","PRIMARY",38.89,-77.03,0.17,-0.75,0.62,"NA","US","Parcel Return Service, DC","NA-US-DC-PARCEL RETURN SERVICE","false",,,,"no NWS data, "
80689,"56950","UNIQUE","PRS","DC","ACCEPTABLE",38.89,-77.03,0.17,-0.75,0.62,"NA","US","Prs, DC","NA-US-DC-PRS","false",,,,
80690,"56950","UNIQUE","FEDEX","DC","NOT ACCEPTABLE",38.89,-77.03,0.17,-0.75,0.62,"NA","US","Fedex, DC","NA-US-DC-FEDEX","false",,,,
80691,"56950","UNIQUE","PARCEL RETURN SVC","DC","NOT ACCEPTABLE",38.89,-77.03,0.17,-0.75,0.62,"NA","US","Parcel Return Svc, DC","NA-US-DC-PARCEL RETURN SVC","false",,,,
80692,"56965","UNIQUE","PARCEL RETURN SERVICE","DC","PRIMARY",38.89,-77.03,0.17,-0.75,0.62,"NA","US","Parcel Return Service, DC","NA-US-DC-PARCEL RETURN SERVICE","false",,,,"no NWS data, "
80693,"56972","UNIQUE","PARCEL RETURN SERVICE","DC","PRIMARY",38.86,-76.99,0.17,-0.75,0.62,"NA","US","Parcel Return Service, DC","NA-US-DC-PARCEL RETURN SERVICE","false",,,,"no NWS data, "
80694,"56972","UNIQUE","PRS","DC","ACCEPTABLE",38.86,-76.99,0.17,-0.75,0.62,"NA","US","Prs, DC","NA-US-DC-PRS","false",,,,
80695,"56972","UNIQUE","PARCEL RETURN SVC","DC","NOT ACCEPTABLE",38.86,-76.99,0.17,-0.75,0.62,"NA","US","Parcel Return Svc, DC","NA-US-DC-PARCEL RETURN SVC","false",,,,
80696,"01133","UNIQUE","SPRINGFIELD","MA","PRIMARY",42.10,-72.59,0.22,-0.70,0.67,"NA","US","Springfield, MA","NA-US-MA-SPRINGFIELD","true",,,,"Converted Decommisioned Zipcodes"
80697,"01133","UNIQUE","MONARCH LIFE INS CO","MA","NOT ACCEPTABLE",42.10,-72.59,0.22,-0.70,0.67,"NA","US","Monarch Life Ins Co, MA","NA-US-MA-MONARCH LIFE INS CO","true",,,,"Converted Decommisioned Zipcodes"
80698,"01195","STANDARD","SPRINGFIELD BMC","MA","ACCEPTABLE",42.10,-72.58,0.22,-0.70,0.67,"NA","US","Springfield Bmc, MA","NA-US-MA-SPRINGFIELD BMC","true",,,,"Converted Decommisioned Zipcodes;  Historical ZipCodeType from various website"
80699,"01195","STANDARD","SPRINGFIELD","MA","PRIMARY",42.10,-72.58,0.22,-0.70,0.67,"NA","US","Springfield, MA","NA-US-MA-SPRINGFIELD","true",,,,"Converted Decommisioned Zipcodes;  Historical ZipCodeType from various website"
80700,"01806","UNIQUE","AT&T","MA","ACCEPTABLE",42.47,-71.15,0.23,-0.69,0.67,"NA","US","At&t, MA","NA-US-MA-AT&T","true",,,,"Converted Decommisioned Zipcodes"
80701,"01806","UNIQUE","WOBURN","MA","PRIMARY",42.47,-71.15,0.23,-0.69,0.67,"NA","US","Woburn, MA","NA-US-MA-WOBURN","true",,,,"Converted Decommisioned Zipcodes"
80702,"01808","UNIQUE","WOBURN","MA","PRIMARY",42.50,-71.12,0.23,-0.69,0.67,"NA","US","Woburn, MA","NA-US-MA-WOBURN","true",,,,"Converted Decommisioned Zipcodes"
80703,"01808","UNIQUE","AT&T","MA","NOT ACCEPTABLE",42.50,-71.12,0.23,-0.69,0.67,"NA","US","At&t, MA","NA-US-MA-AT&T","true",,,,"Converted Decommisioned Zipcodes"
80704,"02031","STANDARD","MANSFIELD","MA","ACCEPTABLE",42.02,-71.17,0.23,-0.70,0.66,"NA","US","Mansfield, MA","NA-US-MA-MANSFIELD","true",,,,"Converted Decommisioned Zipcodes"
80705,"02031","STANDARD","E MANSFIELD","MA","ACCEPTABLE",42.02,-71.17,0.23,-0.70,0.66,"NA","US","E Mansfield, MA","NA-US-MA-E MANSFIELD","true",,,,"Converted Decommisioned Zipcodes"
80706,"02031","STANDARD","EAST MANSFIELD","MA","PRIMARY",42.02,-71.17,0.23,-0.70,0.66,"NA","US","East Mansfield, MA","NA-US-MA-EAST MANSFIELD","true",,,,"Converted Decommisioned Zipcodes"
80707,"02207","UNIQUE","BELL ATLANTIC TELEPHONE CO","MA","NOT ACCEPTABLE",42.35,-71.05,0.23,-0.69,0.67,"NA","US","Bell Atlantic Telephone Co, MA","NA-US-MA-BELL ATLANTIC TELEPHONE CO","true",,,,"Converted Decommisioned Zipcodes"
80708,"02207","UNIQUE","BOSTON","MA","PRIMARY",42.35,-71.05,0.23,-0.69,0.67,"NA","US","Boston, MA","NA-US-MA-BOSTON","true",,,,"Converted Decommisioned Zipcodes"
80709,"02216","UNIQUE","BOSTON","MA","PRIMARY",42.34,-71.07,0.23,-0.69,0.67,"NA","US","Boston, MA","NA-US-MA-BOSTON","true",,,,"Converted Decommisioned Zipcodes"
80710,"02216","UNIQUE","JOHN HANCOCK P O BOX 192","MA","NOT ACCEPTABLE",42.34,-71.07,0.23,-0.69,0.67,"NA","US","John Hancock P O Box 192, MA","NA-US-MA-JOHN HANCOCK P O BOX 192","true",,,,"Converted Decommisioned Zipcodes"
80711,"02239","UNIQUE","CAMBRIDGE","MA","PRIMARY",42.36,-71.10,0.23,-0.69,0.67,"NA","US","Cambridge, MA","NA-US-MA-CAMBRIDGE","true",,,,"Converted Decommisioned Zipcodes"
80712,"02239","UNIQUE","COM/ENERGY SERVICES","MA","ACCEPTABLE",42.36,-71.10,0.23,-0.69,0.67,"NA","US","Com/energy Services, MA","NA-US-MA-COM/ENERGY SERVICES","true",,,,"Converted Decommisioned Zipcodes"
80713,"02636","STANDARD","CENTERVILLE","MA","PRIMARY",41.64,-70.34,0.25,-0.70,0.66,"NA","US","Centerville, MA","NA-US-MA-CENTERVILLE","true",,,,"Converted Decommisioned Zipcodes"
80714,"02854","STANDARD","N KINGSTOWN","RI","ACCEPTABLE",41.59,-71.45,0.23,-0.70,0.66,"NA","US","N Kingstown, RI","NA-US-RI-N KINGSTOWN","true",,,,"Converted Decommisioned Zipcodes"
80715,"02854","STANDARD","NORTH KINGSTOWN","RI","PRIMARY",41.59,-71.45,0.23,-0.70,0.66,"NA","US","North Kingstown, RI","NA-US-RI-NORTH KINGSTOWN","true",,,,"Converted Decommisioned Zipcodes"
80716,"04075","STANDARD","SEBAGO LAKE","ME","PRIMARY",43.85,-70.63,0.23,-0.68,0.69,"NA","US","Sebago Lake, ME","NA-US-ME-SEBAGO LAKE","true",,,,"Converted Decommisioned Zipcodes"
80717,"04075","STANDARD","STANDISH","ME","ACCEPTABLE",43.85,-70.63,0.23,-0.68,0.69,"NA","US","Standish, ME","NA-US-ME-STANDISH","true",,,,"Converted Decommisioned Zipcodes"
80718,"04467","PO BOX","OLAMON","ME","PRIMARY",45.12,-68.61,0.25,-0.65,0.70,"NA","US","Olamon, ME","NA-US-ME-OLAMON","true",,,,"Converted Decommisioned Zipcodes"
80719,"06386","UNIQUE","BUREAU BUSINESS PRACTICE","CT","NOT ACCEPTABLE",41.33,-72.13,0.23,-0.71,0.66,"NA","US","Bureau Business Practice, CT","NA-US-CT-BUREAU BUSINESS PRACTICE","true",,,,"Converted Decommisioned Zipcodes"
80720,"06386","UNIQUE","WATERFORD","CT","PRIMARY",41.33,-72.13,0.23,-0.71,0.66,"NA","US","Waterford, CT","NA-US-CT-WATERFORD","true",,,,"Converted Decommisioned Zipcodes"
80721,"06386","UNIQUE","BUREAU OF BUSINESS PR","CT","NOT ACCEPTABLE",41.33,-72.13,0.23,-0.71,0.66,"NA","US","Bureau Of Business Pr, CT","NA-US-CT-BUREAU OF BUSINESS PR","true",,,,"Converted Decommisioned Zipcodes"
80722,"06454","UNIQUE","MERIDEN","CT","PRIMARY",41.54,-72.80,0.22,-0.71,0.66,"NA","US","Meriden, CT","NA-US-CT-MERIDEN","true",,,,"Converted Decommisioned Zipcodes"
80723,"06454","UNIQUE","TRAVLERS INSURANCE","CT","ACCEPTABLE",41.54,-72.80,0.22,-0.71,0.66,"NA","US","Travlers Insurance, CT","NA-US-CT-TRAVLERS INSURANCE","true",,,,"Converted Decommisioned Zipcodes"
80724,"06497","STANDARD","STRATFORD","CT","PRIMARY",41.19,-73.12,0.21,-0.72,0.65,"NA","US","Stratford, CT","NA-US-CT-STRATFORD","true",,,,"Converted Decommisioned Zipcodes"
80725,"06832","UNIQUE","BRM","CT","ACCEPTABLE",41.02,-73.62,0.21,-0.72,0.65,"NA","US","Brm, CT","NA-US-CT-BRM","true",,,,"Converted Decommisioned Zipcodes"
80726,"06832","UNIQUE","GREENWICH","CT","PRIMARY",41.02,-73.62,0.21,-0.72,0.65,"NA","US","Greenwich, CT","NA-US-CT-GREENWICH","true",,,,"Converted Decommisioned Zipcodes"
80727,"06842","UNIQUE","NEW CANAAN","CT","PRIMARY",41.14,-73.49,0.21,-0.72,0.65,"NA","US","New Canaan, CT","NA-US-CT-NEW CANAAN","true",,,,"Converted Decommisioned Zipcodes"
80728,"06842","UNIQUE","V I P SERV INC","CT","NOT ACCEPTABLE",41.14,-73.49,0.21,-0.72,0.65,"NA","US","V I P Serv Inc, CT","NA-US-CT-V I P SERV INC","true",,,,"Converted Decommisioned Zipcodes"
80729,"07182","UNIQUE","SHARED FIRM ZIP","NJ","ACCEPTABLE",40.73,-74.17,0.20,-0.72,0.65,"NA","US","Shared Firm Zip, NJ","NA-US-NJ-SHARED FIRM ZIP","true",,,,"Converted Decommisioned Zipcodes"
80730,"07182","UNIQUE","NEWARK","NJ","PRIMARY",40.73,-74.17,0.20,-0.72,0.65,"NA","US","Newark, NJ","NA-US-NJ-NEWARK","true",,,,"Converted Decommisioned Zipcodes"
80731,"07194","UNIQUE","MIDLANTIC NATIONAL BANK","NJ","NOT ACCEPTABLE",40.73,-74.17,0.20,-0.72,0.65,"NA","US","Midlantic National Bank, NJ","NA-US-NJ-MIDLANTIC NATIONAL BANK","true",,,,"Converted Decommisioned Zipcodes"
80732,"07194","UNIQUE","NEWARK","NJ","PRIMARY",40.73,-74.17,0.20,-0.72,0.65,"NA","US","Newark, NJ","NA-US-NJ-NEWARK","true",,,,"Converted Decommisioned Zipcodes"
80733,"07309","STANDARD","GENERAL LAFAYETTE","NJ","NOT ACCEPTABLE",40.71,-74.03,0.20,-0.72,0.65,"NA","US","General Lafayette, NJ","NA-US-NJ-GENERAL LAFAYETTE","true",,,,"Converted Decommisioned Zipcodes"
80734,"07309","STANDARD","JERSEY CITY","NJ","PRIMARY",40.71,-74.03,0.20,-0.72,0.65,"NA","US","Jersey City, NJ","NA-US-NJ-JERSEY CITY","true",,,,"Converted Decommisioned Zipcodes"
80735,"07477","UNIQUE","STATE FARM INSURANCE","NJ","NOT ACCEPTABLE",40.92,-74.27,0.20,-0.72,0.65,"NA","US","State Farm Insurance, NJ","NA-US-NJ-STATE FARM INSURANCE","true",,,,"Converted Decommisioned Zipcodes"
80736,"07477","UNIQUE","WAYNE","NJ","PRIMARY",40.92,-74.27,0.20,-0.72,0.65,"NA","US","Wayne, NJ","NA-US-NJ-WAYNE","true",,,,"Converted Decommisioned Zipcodes"
80737,"07983","UNIQUE","CORPORATE MAILINGS","NJ","ACCEPTABLE",40.82,-74.41,0.20,-0.72,0.65,"NA","US","Corporate Mailings, NJ","NA-US-NJ-CORPORATE MAILINGS","true",,,,"Converted Decommisioned Zipcodes"
80738,"07983","UNIQUE","WHIPPANY","NJ","PRIMARY",40.82,-74.41,0.20,-0.72,0.65,"NA","US","Whippany, NJ","NA-US-NJ-WHIPPANY","true",,,,"Converted Decommisioned Zipcodes"
80739,"08922","UNIQUE","NEW BRUNSWICK","NJ","PRIMARY",40.48,-74.45,0.20,-0.73,0.64,"NA","US","New Brunswick, NJ","NA-US-NJ-NEW BRUNSWICK","true",,,,"Converted Decommisioned Zipcodes"
80740,"08922","UNIQUE","PRUDENTIAL MUTUAL FUND SERVI","NJ","NOT ACCEPTABLE",40.48,-74.45,0.20,-0.73,0.64,"NA","US","Prudential Mutual Fund Servi, NJ","NA-US-NJ-PRUDENTIAL MUTUAL FUND SERVI","true",,,,"Converted Decommisioned Zipcodes"
80741,"08988","UNIQUE","NEW BRUNSWICK","NJ","PRIMARY",40.45,-74.48,0.20,-0.73,0.64,"NA","US","New Brunswick, NJ","NA-US-NJ-NEW BRUNSWICK","true",,,,"Converted Decommisioned Zipcodes"
80742,"08988","UNIQUE","MERRILL LYNCH","NJ","NOT ACCEPTABLE",40.45,-74.48,0.20,-0.73,0.64,"NA","US","Merrill Lynch, NJ","NA-US-NJ-MERRILL LYNCH","true",,,,"Converted Decommisioned Zipcodes"
80743,"09001","MILITARY","APO","AE","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","true",,,,"Converted Decommisioned Zipcodes"
80744,"09031","MILITARY","APO","AE","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","true",,,,"Converted Decommisioned Zipcodes"
80745,"09036","MILITARY","APO","AE","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","true",,,,"Converted Decommisioned Zipcodes"
80746,"09045","MILITARY","APO","AE","PRIMARY",0.00,0.00,0.00,0.00,0.00,"NA","US",,"NA-US-","true",,,,"Converted Decommisioned Zipcodes"
80747,"09056","MILITARY","APO","AE","PRIMARY",0.00,0.00,0.00,0.00,0.00,"EU","DE",,"EU-DE-FUNARI BARRACKS","true",,,,"Converted Decommisioned Zipcodes;Country and installation from  MPSA Ballot"
